# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 12 03:39:53 2017
#
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
#
rowid	pl_bmassj	pl_bmassjerr1	pl_bmassjerr2	pl_bmassjlim
3078				
3079				
3080				
3081				
3082				
3083				
3084				
3085				
3086				
3087				
3088				
3089				
3090				
3091				
3092				
3093				
3094				
3095				
3096				
3097				
3098				
3099				
3100				
3101				
3102				
3103				
3104				
3105				
3106	0.25200	0.01300	-0.01300	0
3107	0.17100	0.01300	-0.01300	0
3108				
3109				
3110				
3111				
3112				
3113				
3114				
3115				
3116				
3117				
3118				
3119				
3120	0.81000	0.18000	-0.17000	0
3121				
3122				
3123				
3124				
3125				
3126				
3127				
3128				
3129				
3130				
3131	0.20200	0.04400	-0.04400	0
3132	0.01900	0.00600	-0.00600	0
3133				
3134				
3135				
3136				
3137				
3138				
3139				
3140				
3141				
3142				
3143				
3144				
3145	0.01265	0.00214	-0.00214	0
3146	3.00000			-1
3147				
3148				
3149				
3150				
3151				
3152				
3153				
3154				
3155				
3156				
3157				
3158	0.03400	0.00400	-0.00400	0
3159	9.83600	0.62900	-0.62900	0
3160				
3161				
3162				
3163				
3164				
3165				
3166				
3167				
3168				
3169				
3170	0.04100	0.00900	-0.00900	0
3171				
3172				
3173				
3174				
3175				
3176				
3177				
3178				
3179				
3180				
3181				
3182	0.02700	0.01100	-0.01100	0
3183				
3184				
3185				
3186				
3187				
3188				
3189				
3190				
3191				
3192				
3193				
3194				
3195				
3196	0.01100	0.00600	-0.00600	0
3197	1.08000			-1
3198				
3199				
3200				
3201				
3202				
3203				
3204				
3205				
3206				
3207				
3208	0.01100	0.00500	-0.00500	0
3209				
3210				
3211				
3212				
3213				
3214				
3215				
3216				
3217				
3218				
3219	0.01900	0.00400	-0.00400	0
3220				
3221				
3222				
3223				
3224				
3225				
3226				
3227				
3228				
3229				
3230				
3231	0.02092	0.00573	-0.00573	0
3232				
3233				
3234	0.81000	0.18000	-0.18000	0
3235	0.01000	0.01500	-0.00500	0
3236	0.83000	0.49000	-0.31000	0
3237	0.07362	0.05349	-0.05349	0
3238	4.10000	1.70000	-1.90000	0
3239	0.03300	0.00500	-0.00500	0
3240	0.16000	0.14000	-0.08000	0
3241	2.56000	4.15000	-1.58000	0
3242	11.00000	2.00000	-2.00000	0
3243	0.02895	0.00692	-0.00692	0
3244	0.27000	0.48000	-0.16000	0
3245	1.50000	0.80000	-0.30000	0
3246	0.09439	0.05034	-0.03776	0
3247	0.05663	0.08810	-0.03146	0
3248	4.80000	0.30000	-0.30000	0
3249	11.60000	13.40000	-5.60000	0
3250	0.01007	0.00157	-0.00094	0
3251	2.80000	2.20000	-1.50000	0
3252	8.40000	4.60000	-3.90000	0
3253	0.02108	0.03338	-0.01104	0
3254	3.70000	2.10000	-2.10000	0
3255	23.70000	3.20000	-3.20000	0
3256	1.54000	0.24000	-0.24000	0
3257	2.18000	0.17000	-0.17000	0
3258	0.32000	0.03000	-0.03000	0
3259	0.40000	0.38000	-0.38000	0
3260	0.46000	0.05000	-0.05000	0
3261	19.80000			0
3262	7.33000	0.31000	-0.31000	0
3263	2.30000	0.50000	-0.50000	0
3264	2.78000	0.19000	-0.19000	0
3265	2.60000	0.80000	-0.60000	0
3266	0.04436	0.00283	-0.00283	0
3267	0.01700	0.01700	-0.00800	0
3268	3.80000	0.40000	-0.40000	0
3269	0.73000	0.06000	-0.06000	0
3270	0.27000	0.02000	-0.02000	0
3271	0.25171	0.04090	-0.04090	0
3272	0.06000	0.02000	-0.03000	0
3273	4.60000	3.70000	-2.20000	0
3274	0.18000			0
3275	0.53000	0.21000	-0.21000	0
3276	0.88000	0.27000	-0.18000	0
3277	0.39000	0.14000	-0.23000	0
3278	0.47000	0.54000	-0.26000	0
3279	0.14500	0.00820	-0.00820	0
3280	0.86000	0.06000	-0.06000	0
3281	1.85000	0.19000	-0.19000	0
3282	2.73000	0.43000	-0.43000	0
3283	12.56900	2.09500	-2.09500	0
3284	0.00730	0.00080	-0.00080	0
3285	3.09000	1.02000	-1.12000	0
3286	0.51000	0.16000	-0.16000	0
3287	0.72000	0.65000	-0.07000	0
3288	3.90000	1.40000	-1.40000	0
3289	0.06607	0.00629	-0.00629	0
3290	0.11012	0.05349	-0.02832	0
3291	0.56000	0.34000	-0.26000	0
3292	4.10000	6.50000	-2.50000	0
3293	0.00450	0.00142	-0.00101	0
3294	1.39000	0.18000	-0.17000	0
3295	0.62000	0.14000	-0.14000	0
3296				
3297	1.26000	0.16000	-0.16000	0
3298	1.18000	0.14000	-0.13000	0
3299	1.01000	0.15000	-0.15000	0
3300	1.03000	0.20000	-0.20000	0
3301	4.50000	1.50000	-1.50000	0
3302	14.00000	6.00000	-5.00000	0
3303	0.53100			1
3304				
3305	2.31000	0.77000	-0.77000	0
3306	0.00006	0.00001	-0.00001	0
3307	0.01353	0.00063	-0.00063	0
3308	0.01227	0.00063	-0.00063	0
3309	2.50000	1.00000	-1.00000	0
3310	1.20000			-1
3311	0.54000	0.03900	-0.03900	0
3312	1.88000	0.03000	-0.03000	0
3313	7.79000	0.33000	-0.33000	0
3314	0.00400	0.00060	-0.00053	0
3315	1.29400	0.05200	-0.04900	0
3316	2.49400	0.05400	-0.05400	0
3317	4.31000	0.47000	-0.47000	0
3318	6.10000	0.54000	-0.54000	0
3319	4.32000	0.18000	-0.18000	0
3320	16.00000	4.00000	-4.00000	0
3321	9.00000	3.00000	-3.00000	0
3322	4.20000	0.40000	-0.40000	0
3323	6.28536			0
3324	13.00000	7.00000	-7.00000	0
3325	9.70000	5.60000	-4.50000	0
3326	3.80000			0
3327	1.66000	0.31000	-0.31000	0
3328	0.00267	0.00227	-0.00227	0
3329	0.00434	0.00192	-0.00192	0
3330	0.00129	0.00085	-0.00085	0
3331	0.00195	0.00182	-0.00182	0
3332	0.00214	0.00057	-0.00057	0
3333	0.00422	0.00277	-0.00277	0
3334				
3335	2.50000	0.40000	-0.40000	0
3336	10.00000	1.00000	-1.00000	0
3337	5.40000	0.40000	-0.40000	0
3338	10.78000	0.12000	-0.12000	0
3339	0.75200	0.04700	-0.04600	0
3340	1.19700	0.06800	-0.06800	0
3341	1.91000	0.07500	-0.08000	0
3342	0.49400	0.03500	-0.03500	0
3343	1.79000	0.06800	-0.06800	0
3344	14.00000	2.00000	-8.00000	0
3345	6.30000	1.50000	-1.50000	-1
3346	7.70000	1.20000	-1.20000	-1
3347	3.20000	0.70000	-0.70000	0
3348	0.70000	0.12000	-0.12000	0
3349	11.20000	9.70000	-1.80000	0
3350	0.85400	0.05700	-0.05200	0
3351	3.15000	0.13000	-0.11000	0
3352	2.03000	0.12000	-0.12000	0
3353	0.50000	0.04000	-0.04000	0
3354	1.49000	0.08800	-0.08800	0
3355	1.27200	0.04700	-0.04700	0
3356	1.80000	0.10000	-0.10000	0
3357	1.92500	0.07600	-0.07600	0
3358	0.12000	0.01000	-0.01000	0
3359	0.48700	0.01800	-0.01800	0
3360	0.47500	0.05400	-0.05200	0
3361	1.76900	0.06400	-0.06400	0
3362	0.27550	0.00900	-0.00900	0
3363	0.51400	0.02000	-0.02000	0
3364	1.23000	0.08000	-0.08000	0
3365	1.47000	0.07600	-0.06900	0
3366	4.85000	0.21000	-0.21000	0
3367	1.18300	0.06400	-0.06200	0
3368	0.89900	0.03600	-0.03600	0
3369	0.60000	0.07000	-0.07000	0
3370	0.28000	0.04000	-0.04000	0
3371	0.18000	0.02000	-0.02000	0
3372	1.00000	0.10000	-0.10000	0
3373	0.47700	0.04400	-0.04900	0
3374	1.23000	0.04000	-0.04000	0
3375	0.27000	0.02000	-0.02000	0
3376	0.41000	0.03000	-0.03000	0
3377	1.16000	0.09000	-0.09000	0
3378	1.90000	0.08000	-0.08000	0
3379	1.51000	0.08000	-0.08000	0
3380	1.22000	0.08000	-0.08000	0
3381	0.11700	0.01700	-0.01700	0
3382	7.34100	0.50800	-0.49600	0
3383	2.44000	0.07000	-0.07000	0
3384	2.69000	0.15000	-0.15000	0
3385	0.84000	0.09000	-0.09000	0
3386	0.54200	0.05000	-0.05000	0
3387	0.57400	0.09300	-0.09300	0
3388	0.85500	0.04300	-0.07600	0
3389	8.00000			1
3390	0.48600	0.03200	-0.03200	0
3391	10.43000	0.38000	-0.38000	0
3392	1.06900	0.03800	-0.03700	0
3393	0.91500	0.09000	-0.09300	0
3394	0.31100	0.01700	-0.01700	0
3395	0.30000	0.01100	-0.01100	0
3396	0.61700	0.02800	-0.01800	0
3397	0.88400	0.08800	-0.09900	0
3398	1.07100	0.03600	-0.03800	0
3399	0.58000	0.04000	-0.04000	0
3400	1.02800	0.02100	-0.02100	0
3401	0.90700	0.04300	-0.04300	0
3402	0.24400	0.02000	-0.02000	0
3403	1.98000	0.06000	-0.06000	0
3404	0.47800	0.02900	-0.02900	0
3405	3.60000	0.07000	-0.07000	0
3406	4.10000			1
3407	0.59000	0.01000	-0.01000	0
3408	0.72000	0.06000	-0.06000	0
3409	2.36100	0.07000	-0.07000	0
3410	1.80000	0.17000	-0.17000	0
3411	2.69100	0.05800	-0.05800	0
3412	0.28000	0.03000	-0.03000	0
3413	1.21600	0.01300	-0.01300	0
3414	0.94000	0.05000	-0.05000	0
3415	3.18000	0.20000	-0.20000	0
3416	0.52700	0.02800	-0.02800	0
3417	1.78000	0.10000	-0.10000	0
3418	0.88900	0.06200	-0.06200	0
3419	1.00200	0.06200	-0.06200	0
3420	1.91000	0.13000	-0.13000	0
3421	1.21000	0.59000	-0.39000	0
3422	1.57000	1.00000	-0.59000	0
3423	0.05286	0.03776	-0.02202	0
3424	0.02863	0.01730	-0.01133	0
3425	0.90700	0.08500	-0.08500	0
3426	0.37800	0.02700	-0.02700	0
3427	1.58000	0.13000	-0.10000	0
3428	1.46800	0.09100	-0.08600	0
3429	0.46000	0.02000	-0.02000	0
3430	2.13200	0.09200	-0.09400	0
3431	16.35000	0.85000	-0.82000	-1
3432	0.63600	0.02500	-0.02400	0
3433	0.62700	0.03800	-0.03900	0
3434	0.57100	0.03400	-0.03500	0
3435	0.64400	0.06200	-0.06200	0
3436	0.89000	0.07000	-0.07000	0
3437	0.86300	0.04500	-0.04500	0
3438	0.48500	0.02700	-0.02700	0
3439	0.51400	0.03400	-0.03400	0
3440	2.06000	0.17000	-0.17000	0
3441	0.57000	0.04000	-0.04000	0
3442	0.38000	0.03000	-0.03000	0
3443	1.27100	0.06800	-0.06800	0
3444	1.55000	0.16000	-0.16000	0
3445	2.32000	0.13000	-0.13000	0
3446	0.42000	0.04000	-0.04000	0
3447	0.95000	0.03000	-0.03000	0
3448	0.26000	0.01700	-0.01700	0
3449	0.96000	0.13000	-0.13000	0
3450	0.59000	0.02200	-0.02200	0
3451	2.24200	0.08000	-0.08000	0
3452	1.54610	0.05900	-0.05600	0
3453	1.88000	0.07000	-0.06000	0
3454	0.95000	0.06000	-0.06000	0
3455	1.07000	0.05000	-0.05000	0
3456	0.92000	0.03000	-0.03000	0
3457	1.76000	0.06000	-0.06000	0
3458	0.89000	0.08000	-0.08000	0
3459	0.90000	0.08000	-0.08000	0
3460	2.24400	0.07900	-0.09300	0
3461	9.45000	2.26000	-1.04000	0
3462	0.53800	0.03500	-0.03600	0
3463	0.72900	0.03600	-0.03500	0
3464	1.24000	0.04000	-0.04000	0
3465	0.30000	0.03000	-0.03000	0
3466	0.69400	0.02800	-0.02800	0
3467	1.26500	0.06500	-0.06500	0
3468	0.56000	0.08000	-0.08000	0
3469	5.90000	0.40000	-0.40000	0
3470	0.63000	0.07000	-0.07000	0
3471	1.34000	0.08000	-0.08000	0
3472	0.80500	0.06800	-0.06800	0
3473	1.47000	0.29000	-0.29000	0
3474	0.45200	0.03500	-0.03200	0
3475	0.61800	0.02800	-0.02900	0
3476	1.13000	0.10000	-0.04000	0
3477	0.48000	0.03000	-0.03000	0
3478	1.32000	0.05000	-0.05000	0
3479	0.92200	0.08000	-0.08000	0
3480	2.78000	0.13000	-0.13000	0
3481	7.50000	1.50000	-1.50000	0
3482	22.00000	2.00000	-2.00000	0
3483	4.01000	0.35000	-0.35000	0
3484	1.12000	0.16000	-0.16000	0
3485	0.00601	0.00082	-0.00079	0
3486	0.01073	0.00135	-0.00129	0
3487	0.02423	0.00352	-0.00334	0
3488	0.92000	0.08000	-0.08000	0
3489	0.59700	0.02100	-0.02100	0
3490	0.25900	0.01400	-0.01400	0
3491	1.37000	0.05300	-0.05300	0
3492	11.79000	0.59000	-0.59000	0
3493	1.78000	0.08000	-0.08000	0
3494	1.19000	0.03000	-0.03000	0
3495	4.40000			1
3496	0.00236	0.00041	-0.00041	0
3497	0.00308	0.00044	-0.00044	0
3498	0.00359	0.00053	-0.00053	0
3499	1.80000	0.20000	-0.20000	0
3500	6.47000	0.53000	-0.53000	0
3501	7.80000	0.80000	-0.80000	0
3502				
3503	6.10000	1.00000	-1.00000	0
3504	6.70000	0.30000	-0.30000	0
3505	1.55000	0.24000	-0.24000	0
3506	7.60000	0.20000	-0.20000	0
3507	8.78000	1.00000	-1.00000	0
3508	1.85000	0.16000	-0.16000	0
3509	13.61600	23.04200	-1.04700	0
3510	2.00000			0
3511	2.40000	0.40000	-0.40000	0
3512	24.00000			0
3513	27.00000			0
3514	1.70000			0
3515	1.50000			0
3516	4.10000			0
3517	1.53000	0.10000	-0.10000	0
3518	1.04490	0.02360	-0.02391	0
3519	0.07866	0.00629	-0.00629	0
3520	4.32000	0.04000	-0.04000	0
3521	0.01237	0.00261	-0.00201	0
3522	0.01237	0.00330	-0.00431	0
3523	0.00551	0.00079	-0.00126	0
3524	0.00576	0.00214	-0.00082	0
3525	20.60000			0
3526	0.68760	0.00440	-0.00440	0
3527	1.98100	0.01900	-0.01900	0
3528	4.13200	0.02900	-0.02900	0
3529	2.80000			0
